gem_name,dependency_type,count
registry,runtime,1
tryouts,runtime,1
dbd-adonet-sqlserver,runtime,1
unihan,runtime,1
rdp-ruby-wmi,runtime,1
backtrack-xpath,runtime,1
amee,runtime,1
spox-textpow,runtime,1
nakajima-makers-mark,runtime,1
soap,runtime,1
rsruby,runtime,1
p4ruby,runtime,1
sortable_element_for_nested_set,runtime,1
couchrest ,runtime,1
cijoe,runtime,1
cinch,runtime,1
simpletimer,runtime,1
sanitize_email,runtime,1
interactive_editor,runtime,1
ruby_parser,development,1
gemify,runtime,1
igrigorik-bloomfilter,runtime,1
vegas,development,1
dbi-dbrc,development,1
uuid4r,runtime,1
mharris_ext,runtime,1
nake,development,1
base62,runtime,1
path,runtime,1
chronic,development,1
rocket-server,runtime,1
mynyml-every,development,1
SFAtidy,runtime,1
libbz2,runtime,1
libdir,runtime,1
masterview_gem_plugin_generator,runtime,1
riak,runtime,1
ntlm-http,runtime,1
growl-glue,development,1
curies,runtime,1
spicycode-micronaut-rails,development,1
Hpricot,development,1
jscompress,runtime,1
muck-users,runtime,1
sinatra-outputbuffer,runtime,1
clickatell,development,1
binarylogic-searchlogic,runtime,1
jruby-openssl,development,1
seamusabshere-conversions,runtime,1
swin,runtime,1
neo4j,runtime,1
pusher,runtime,1
muck-raker,runtime,1
party_resource,runtime,1
ohm,development,1
oauth-cli-twitter,runtime,1
djsun-context,development,1
mojombo-chronic,runtime,1
fizx-rwget,runtime,1
benhoskings-is_paranoid,runtime,1
staticmatic,development,1
jsonrpc,runtime,1
webget_ruby_dsl_methods,runtime,1
drnic-haml,development,1
hashery,runtime,1
roo,development,1
multimap,runtime,1
daemon_controller,development,1
pow,runtime,1
winton-externals,runtime,1
richunits,runtime,1
uploader,runtime,1
rails redcloth term-ansicolor,runtime,1
poppler,runtime,1
geo_ruby,runtime,1
project_scout,runtime,1
extensional,runtime,1
grackle,runtime,1
beacon,development,1
abstract_interface,runtime,1
libarchive,runtime,1
commander,development,1
domainatrix,runtime,1
slow-actions,runtime,1
campaigning,runtime,1
dust,runtime,1
yahoofinance,runtime,1
envjs,development,1
log_buddy,development,1
work_queue,runtime,1
pathname_local,development,1
defensio,runtime,1
one40_proof,runtime,1
albacore,runtime,1
bitmask-attribute,runtime,1
robustserver,runtime,1
Hpricot,runtime,1
rake-complier,development,1
parseinput,runtime,1
parsey,runtime,1
minitar,runtime,1
nibbler,runtime,1
astro-ruby-sasl,runtime,1
aska,runtime,1
Antwrap,development,1
flickr,runtime,1
acts-as-list,runtime,1
bike,runtime,1
Sutto-em-redis,runtime,1
flashplayer,runtime,1
net-http-persistent,development,1
rgtk,runtime,1
absolutize,runtime,1
glassfish,runtime,1
mofo,runtime,1
hoe-gemspec,development,1
load_path_find,runtime,1
front-compiler,runtime,1
external,runtime,1
resque-fairly,runtime,1
random_text,runtime,1
go-rank,runtime,1
agraph,runtime,1
cramp,runtime,1
devise_invitable,runtime,1
css_parser_1.1.0,runtime,1
webmoney,runtime,1
gdata_19,runtime,1
sbyc,runtime,1
mcmire-contest,development,1
fancypath,development,1
literate_maruku,development,1
erb,development,1
sass,development,1
ruby-lvm-attrib,runtime,1
ipaddr_list,runtime,1
eventmachine-tail,runtime,1
rjack-slf4j,development,1
curl-multi,runtime,1
webformsmvp,runtime,1
sinbook,runtime,1
formtastic-rails3,runtime,1
scout_scout,runtime,1
brightbox-rujitsu,runtime,1
ducktypechecker,runtime,1
whorm,runtime,1
id3lib-ruby,runtime,1
six-uac,runtime,1
parseconfig,development,1
cursor,runtime,1
yabawock-Saikuro,runtime,1
sa-carrot,runtime,1
technoweenie-rest-client,runtime,1
proxies,runtime,1
orm_adapter,runtime,1
utility_belt,runtime,1
lwes,runtime,1
looksee,runtime,1
selenium_client,runtime,1
radiant-settings-extension,runtime,1
unindent,runtime,1
easy_roles,runtime,1
yogo-db,runtime,1
caring-aws-sdb,runtime,1
acdc,runtime,1
ruport,development,1
snitch,runtime,1
dataflow,runtime,1
rexec,runtime,1
ruck,runtime,1
ruby-graphviz,development,1
fsa,runtime,1
dm-is-versioned,runtime,1
keso,runtime,1
indifferent-variable-hash,runtime,1
fbgraph_rails,runtime,1
whatlanguage,runtime,1
stories,development,1
nakajima-nakajima,runtime,1
diff2xml,runtime,1
sprinkle,runtime,1
mongo_doc,runtime,1
nezetic-ruby-xbmc,runtime,1
mongo_mapper_ext,runtime,1
safariwatir,runtime,1
micronaut-rails,development,1
tagz,runtime,1
lorem,development,1
merger,runtime,1
dm-pager,runtime,1
net-ssh-telnet,runtime,1
mash,development,1
ruby-ext,runtime,1
ontomde-demo-struts,runtime,1
glennr-posterous,development,1
query_string_parser,runtime,1
jakewendt-simply_helpful,runtime,1
threadify,runtime,1
khayyam,runtime,1
ruby-ogg,runtime,1
rb-lorcon,runtime,1
vagrant,runtime,1
rcrypt,runtime,1
robotstxt,development,1
adapter_extensions,runtime,1
ruby_core_source,runtime,1
fake_mechanize,development,1
plain_option_parser,runtime,1
structuremap,runtime,1
polyrex,runtime,1
mediacloth,runtime,1
mediashelf-loggable,runtime,1
bones-extras,runtime,1
jruby-on-hadoop,runtime,1
pluggable,runtime,1
getsource,runtime,1
lockfile,development,1
rd_awesome_nested_set,runtime,1
redis_support,runtime,1
mzml,runtime,1
hipe-gorillagrammar,runtime,1
orend-sax-machine,runtime,1
iterm_window,runtime,1
hugo,runtime,1
rexml,runtime,1
swirl,runtime,1
urirequire,runtime,1
watir-webdriver,runtime,1
roman-rots,development,1
text-format,development,1
rsdl,runtime,1
hikidoc,runtime,1
dyoder-hive,runtime,1
org-ruby,runtime,1
xcodeide,runtime,1
geokit,development,1
main,development,1
typelib,runtime,1
"",runtime,1
akamai,runtime,1
dotiw,runtime,1
activerdf_sparql,runtime,1
linecache,runtime,1
fredo,development,1
fastcgi,runtime,1
snowleopard-ncurses,runtime,1
technicalpickles-shouldamocha,development,1
slim-attributes,runtime,1
globalize3,development,1
timer,development,1
rocco,runtime,1
renum,development,1
bunny,development,1
wizardwerdna-pluggable,development,1
pNet-DNS,runtime,1
mail,development,1
dynect,runtime,1
simple_slugs,runtime,1
parallel_tests,runtime,1
clap,development,1
actioncontroller,development,1
stale_fish,development,1
rgl-0.2.3,runtime,1
test_spec,runtime,1
hpoydar-chronic_duration,runtime,1
rjack-jdom,development,1
vector2d,runtime,1
gravatar,runtime,1
tinytest,development,1
localized_each_validator,runtime,1
epoxy,runtime,1
temperature,runtime,1
jekylltask,development,1
caleb-chronic,runtime,1
RingyDingy,runtime,1
sys-filesystem,runtime,1
hashidator,runtime,1
joint,runtime,1
rack-codehighlighter,runtime,1
errand,runtime,1
exception_string,runtime,1
shell_shock,runtime,1
teambox-client,runtime,1
shifty_week,runtime,1
monkeyshines,runtime,1
kyanite,runtime,1
nestful,runtime,1
rainpress,development,1
switchtower,runtime,1
webrick-webdav,runtime,1
brightbox-fog,runtime,1
yaml,runtime,1
tiny_css,runtime,1
edl,runtime,1
contxtlservice,runtime,1
progressions-basepath,development,1
SexpProcessor,runtime,1
rd_resource_controller,runtime,1
white_horseman,runtime,1
statsample-bivariate-extension,runtime,1
vlad-extras,runtime,1
lemon,development,1
sinatra-ditties,runtime,1
vlad-git,runtime,1
crypt19,runtime,1
muck-solr,runtime,1
rubyhaze,runtime,1
cicphash,runtime,1
ooor,runtime,1
alovak-network,runtime,1
ncursesw,runtime,1
bones-rcov,runtime,1
f,runtime,1
mbbx6spp-twitter4r,runtime,1
rcl,runtime,1
hashcache,runtime,1
capcode-base-datamapper,runtime,1
smtp-tls,runtime,1
classx,runtime,1
rainbow,development,1
orange-sparkles,runtime,1
xray,runtime,1
rightscaler,runtime,1
redinger-validation_reflection,runtime,1
claudiob-yesradio,runtime,1
SimpleSearch,runtime,1
ruby-cache,runtime,1
iseq,runtime,1
safariwatir>= 0.3.7,runtime,1
muck-comments,runtime,1
hashify,runtime,1
em-http,runtime,1
packr,development,1
expression_parser,runtime,1
gem2rpm,runtime,1
positionrange,runtime,1
roma-commons,runtime,1
dbf,development,1
imagesize,runtime,1
couchrest_model,development,1
google-spreadsheet-ruby,development,1
rails_creator,runtime,1
ko,development,1
globalize2,runtime,1
multipart,runtime,1
ppds-libs,runtime,1
dust,development,1
monk-glue,runtime,1
buzzcorej,runtime,1
ar_result_calculations,runtime,1
csspool,runtime,1
sprout-asunit3-library,runtime,1
grosser-fast_gettext,runtime,1
kuahyeow-sunspot,runtime,1
blueprints,development,1
traits,runtime,1
ruby-termios,runtime,1
evalhook,runtime,1
mad_mimi_mailer,runtime,1
jstewart-yammer4r,runtime,1
radiant-reader_group-extension,runtime,1
mockingbird,development,1
jordi-xml-object,development,1
googlecharts,development,1
rbus,runtime,1
dbus,runtime,1
addresasble,runtime,1
rumbster,development,1
integrity,runtime,1
openssl,runtime,1
net-netrc,runtime,1
log4r-1.0.5,runtime,1
qui-tabs,runtime,1
hitimes,development,1
yahoo-finance,runtime,1
rmmseg,runtime,1
publisher,runtime,1
ruby-threading-toolkit,runtime,1
linguistics,runtime,1
halcyon,runtime,1
mongrel_cow_cluster,runtime,1
strict,runtime,1
ohash,runtime,1
celerity,development,1
unicodechars,runtime,1
require-magic,runtime,1
bones-git,runtime,1
capistrano-extensions,runtime,1
devise-twitter,runtime,1
rack-geo,runtime,1
restful_query,runtime,1
immutable_struct,runtime,1
rdoc: >= 2.1.0,runtime,1
tranexp,runtime,1
geoplanet,runtime,1
capcode-render-mail,runtime,1
rbook-gbip,runtime,1
rjack-sfl4j,runtime,1
sqlanywhere,runtime,1
std_capture,runtime,1
nokogiri-happymapper,runtime,1
em-redis,runtime,1
net-flickr,runtime,1
madmimi,runtime,1
ontomde-java,runtime,1
masterview_parser,runtime,1
named_arguments,runtime,1
zilkey-auto_tagger,runtime,1
zip,development,1
amazon-ecs,runtime,1
rspec gom-script applix,development,1
culerity,development,1
jackdempsey-acts_as_commentable,runtime,1
wedge,runtime,1
assertions,runtime,1
aasm,development,1
mcmire-mocha,runtime,1
g,runtime,1
childlabor,development,1
closure-compiler,development,1
imdb,runtime,1
darkfish-rdoc,development,1
active_resource_throttle,runtime,1
rubyexts,development,1
dm-postgres-adapter,development,1
xattr,runtime,1
rufus-dollar,runtime,1
langscan,runtime,1
folio,runtime,1
mostash,runtime,1
zentest,runtime,1
mm_dirtier,runtime,1
xapian-full,runtime,1
murder,runtime,1
rails_datamapper,runtime,1
xml-object,runtime,1
htty,runtime,1
brightbox,runtime,1
geoip_city,runtime,1
railsless-deploy,runtime,1
uuidtools,development,1
rr-matchy,development,1
unit_record,development,1
authlogic-oid,runtime,1
jsonbuilder,runtime,1
n_gram,runtime,1
mhennemeyer-output_catcher,development,1
validate_email,development,1
table_builder,runtime,1
bacon-rr,development,1
using,runtime,1
flex3sdk,runtime,1
color,development,1
urlshort,runtime,1
santey_vote,runtime,1
rpm-utils,runtime,1
radiant-mailer_layouts-extension,runtime,1
pkg-config,runtime,1
febeling-rubyzip,runtime,1
kvs,runtime,1
quick_attr,runtime,1
flashplayer-task,runtime,1
simple_record,runtime,1
pty,runtime,1
leap,development,1
ruby-ldap,runtime,1
wbzyl-sinatra-rdiscount,runtime,1
httpi,runtime,1
seed-fu,runtime,1
treevisitor,runtime,1
chuparuby,runtime,1
eactionpack,runtime,1
bcrypt,runtime,1
braid,development,1
ruby-xbmc,runtime,1
caleb-chronic,development,1
exemplor,runtime,1
googletranslate,runtime,1
mongo_session_store,runtime,1
UPnP-ContentDirectory,runtime,1
net-fs-gmail,runtime,1
jnunemaker-mongomapper,development,1
simple_publisher,development,1
trinidad_dbpool,runtime,1
valuable,runtime,1
etest,runtime,1
"facets >=2.4.4
",runtime,1
josevalim-inherited_resources,runtime,1
locomotive_liquid,runtime,1
six-arma-tools,runtime,1
antfarm-core,runtime,1
rdf-spec-ruby19,development,1
win32-shortcut,runtime,1
rtrac,runtime,1
youthtree-settings,runtime,1
activeresource,development,1
Ruby-yUML,runtime,1
tenderlove-frex,runtime,1
lustr-core,runtime,1
cim,runtime,1
jadof,runtime,1
cancan,development,1
tuple,runtime,1
bones-rspec,runtime,1
mdalessio-dryopteris,runtime,1
kelredd-simple-gem,development,1
time,development,1
linode,runtime,1
inverse_of,runtime,1
simpleexpression,runtime,1
firebrigade_api,runtime,1
wopen3,runtime,1
braintree,development,1
ahoy,runtime,1
soundcloud-ruby-api-wrapper,runtime,1
VRTools,runtime,1
otaku,development,1
walrat,runtime,1
lsegal-yard,development,1
lightcloud,runtime,1
Empact-rpx_now,runtime,1
dummy_routes,runtime,1
roxml,development,1
basepath,development,1
outsider,runtime,1
